"Agent","AgentID","Cond","Qnum","Confidence"
"GPT",16,"2c",12,80
"GPT",16,"2c",13,100
"GPT",16,"2c",14,90
"GPT",16,"2c",15,70
"GPT",16,"2c",16,95
"GPT",16,"2c",17,90
"GPT",16,"2c",18,80
"GPT",16,"2c",19,95
"GPT",16,"2c",20,100
"GPT",17,"op",1,100
"GPT",17,"op",2,100
"GPT",17,"op",3,90
"GPT",17,"op",4,100
"GPT",17,"op",5,90
"GPT",17,"op",6,90
"GPT",17,"op",7,100
"GPT",17,"op",8,100
"GPT",17,"op",9,100
"GPT",17,"op",10,90
"GPT",17,"op",11,100
"GPT",17,"op",12,100
"GPT",17,"op",13,80
"GPT",17,"op",14,95
"GPT",17,"op",15,100
"GPT",17,"op",16,100
"GPT",17,"op",17,80
"GPT",17,"op",18,90
"GPT",17,"op",19,80
"GPT",17,"op",20,100
"GPT",17,"4c",1,100
"GPT",17,"4c",2,100
"GPT",17,"4c",3,100
"GPT",17,"4c",4,100
"GPT",17,"4c",5,100
"GPT",17,"4c",6,100
"GPT",17,"4c",7,100
"GPT",17,"4c",8,100
"GPT",17,"4c",9,100
"GPT",17,"4c",10,100
"GPT",17,"4c",11,100
"GPT",17,"4c",12,100
"GPT",17,"4c",13,90
"GPT",17,"4c",14,90
"GPT",17,"4c",15,100
"GPT",17,"4c",16,100
"GPT",17,"4c",17,90
"GPT",17,"4c",18,90
"GPT",17,"4c",19,100
"GPT",17,"4c",20,100
"GPT",17,"2c",1,100
"GPT",17,"2c",2,100
"GPT",17,"2c",3,100
"GPT",17,"2c",4,100
"GPT",17,"2c",5,90
"GPT",17,"2c",6,100
"GPT",17,"2c",7,100
"GPT",17,"2c",8,100
"GPT",17,"2c",9,100
"GPT",17,"2c",10,100
"GPT",17,"2c",11,100
"GPT",17,"2c",12,100
"GPT",17,"2c",13,100
"GPT",17,"2c",14,90
"GPT",17,"2c",15,80
"GPT",17,"2c",16,90
"GPT",17,"2c",17,85
"GPT",17,"2c",18,80
"GPT",17,"2c",19,100
"GPT",17,"2c",20,100
"GPT",18,"op",1,100
"GPT",18,"op",2,100
"GPT",18,"op",3,95
"GPT",18,"op",4,100
"GPT",18,"op",5,90
"GPT",18,"op",6,90
"GPT",18,"op",7,100
"GPT",18,"op",8,100
"GPT",18,"op",9,95
"GPT",18,"op",10,100
"GPT",18,"op",11,100
"GPT",18,"op",12,100
"GPT",18,"op",13,80
"GPT",18,"op",14,90
"GPT",18,"op",15,100
"GPT",18,"op",16,100
"GPT",18,"op",17,85
"GPT",18,"op",18,100
"GPT",18,"op",19,80
"GPT",18,"op",20,100
"GPT",18,"4c",1,100
"GPT",18,"4c",2,100
"GPT",18,"4c",3,100
"GPT",18,"4c",4,100
"GPT",18,"4c",5,100
"GPT",18,"4c",6,100
"GPT",18,"4c",7,100
"GPT",18,"4c",8,100
"GPT",18,"4c",9,100
"GPT",18,"4c",10,100
"GPT",18,"4c",11,100
"GPT",18,"4c",12,100
"GPT",18,"4c",13,100
"GPT",18,"4c",14,90
"GPT",18,"4c",15,100
"GPT",18,"4c",16,90
"GPT",18,"4c",17,85
"GPT",18,"4c",18,80
"GPT",18,"4c",19,95
"GPT",18,"4c",20,100
"GPT",18,"2c",1,100
"GPT",18,"2c",2,100
"GPT",18,"2c",3,100
"GPT",18,"2c",4,100
"GPT",18,"2c",5,90
"GPT",18,"2c",6,100
"GPT",18,"2c",7,100
"GPT",18,"2c",8,100
"GPT",18,"2c",9,100
"GPT",18,"2c",10,95
"GPT",18,"2c",11,100
"GPT",18,"2c",12,100
"GPT",18,"2c",13,100
"GPT",18,"2c",14,100
"GPT",18,"2c",15,80
"GPT",18,"2c",16,90
"GPT",18,"2c",17,95
"GPT",18,"2c",18,80
"GPT",18,"2c",19,100
"GPT",18,"2c",20,100
"GPT",19,"op",1,100
"GPT",19,"op",2,100
"GPT",19,"op",3,100
"GPT",19,"op",4,100
"GPT",19,"op",5,80
"GPT",19,"op",6,90
"GPT",19,"op",7,100
"GPT",19,"op",8,100
"GPT",19,"op",9,100
"GPT",19,"op",10,100
"GPT",19,"op",11,100
"GPT",19,"op",12,100
"GPT",19,"op",13,70
"GPT",19,"op",14,85
"GPT",19,"op",15,100
"GPT",19,"op",16,80
"GPT",19,"op",17,80
"GPT",19,"op",18,80
"GPT",19,"op",19,80
"GPT",19,"op",20,100
"GPT",19,"4c",1,100
"GPT",19,"4c",2,100
"GPT",19,"4c",3,100
"GPT",19,"4c",4,100
"GPT",19,"4c",5,100
"GPT",19,"4c",6,100
"GPT",19,"4c",7,100
"GPT",19,"4c",8,100
"GPT",19,"4c",9,100
"GPT",19,"4c",10,100
"GPT",19,"4c",11,100
"GPT",19,"4c",12,90
"GPT",19,"4c",13,80
"GPT",19,"4c",14,80
"GPT",19,"4c",15,100
"GPT",19,"4c",16,100
"GPT",19,"4c",17,85
"GPT",19,"4c",18,90
"GPT",19,"4c",19,100
"GPT",19,"4c",20,100
"GPT",19,"2c",1,100
"GPT",19,"2c",2,100
"GPT",19,"2c",3,100
"GPT",19,"2c",4,100
"GPT",19,"2c",5,80
"GPT",19,"2c",6,100
"GPT",19,"2c",7,100
"GPT",19,"2c",8,100
"GPT",19,"2c",9,100
"GPT",19,"2c",10,100
"GPT",19,"2c",11,100
"GPT",19,"2c",12,90
"GPT",19,"2c",13,100
"GPT",19,"2c",14,100
"GPT",19,"2c",15,100
"GPT",19,"2c",16,90
"GPT",19,"2c",17,90
"GPT",19,"2c",18,90
"GPT",19,"2c",19,95
"GPT",19,"2c",20,100
"GPT",20,"op",1,100
"GPT",20,"op",2,100
"GPT",20,"op",3,90
"GPT",20,"op",4,100
"GPT",20,"op",5,80
"GPT",20,"op",6,80
"GPT",20,"op",7,100
"GPT",20,"op",8,100
"GPT",20,"op",9,100
"GPT",20,"op",10,95
"GPT",20,"op",11,100
"GPT",20,"op",12,100
"GPT",20,"op",13,50
"GPT",20,"op",14,98
"GPT",20,"op",15,100
"GPT",20,"op",16,90
"GPT",20,"op",17,85
"GPT",20,"op",18,85
"GPT",20,"op",19,60
"GPT",20,"op",20,100
"GPT",20,"4c",1,100
"GPT",20,"4c",2,100
"GPT",20,"4c",3,100
"GPT",20,"4c",4,100
"GPT",20,"4c",5,100
"GPT",20,"4c",6,100
"GPT",20,"4c",7,100
"GPT",20,"4c",8,100
"GPT",20,"4c",9,100
"GPT",20,"4c",10,100
"GPT",20,"4c",11,100
"GPT",20,"4c",12,100
"GPT",20,"4c",13,100
"GPT",20,"4c",14,80
"GPT",20,"4c",15,100
"GPT",20,"4c",16,90
"GPT",20,"4c",17,90
"GPT",20,"4c",18,80
"GPT",20,"4c",19,100
"GPT",20,"4c",20,100
"GPT",20,"2c",1,100
"GPT",20,"2c",2,100
"GPT",20,"2c",3,100
"GPT",20,"2c",4,100
"GPT",20,"2c",5,80
"GPT",20,"2c",6,100
"GPT",20,"2c",7,100
"GPT",20,"2c",8,100
"GPT",20,"2c",9,100
"GPT",20,"2c",10,100
"GPT",20,"2c",11,100
"GPT",20,"2c",12,100
"GPT",20,"2c",13,100
"GPT",20,"2c",14,90
"GPT",20,"2c",15,90
"GPT",20,"2c",16,95
"GPT",20,"2c",17,90
"GPT",20,"2c",18,80
"GPT",20,"2c",19,90
"GPT",20,"2c",20,100
"GPT",21,"op",1,100
"GPT",21,"op",2,100
"GPT",21,"op",3,100
"GPT",21,"op",4,100
"GPT",21,"op",5,90
"GPT",21,"op",6,100
"GPT",21,"op",7,100
"GPT",21,"op",8,100
"GPT",21,"op",9,100
"GPT",21,"op",10,90
"GPT",21,"op",11,100
"GPT",21,"op",12,100
"GPT",21,"op",13,50
"GPT",21,"op",14,80
"GPT",21,"op",15,100
"GPT",21,"op",16,100
"GPT",21,"op",17,80
"GPT",21,"op",18,90
"GPT",21,"op",19,80
"GPT",21,"op",20,100
"GPT",21,"4c",1,100
"GPT",21,"4c",2,100
"GPT",21,"4c",3,100
"GPT",21,"4c",4,100
"GPT",21,"4c",5,100
"GPT",21,"4c",6,100
"GPT",21,"4c",7,100
"GPT",21,"4c",8,100
"GPT",21,"4c",9,100
"GPT",21,"4c",10,100
"GPT",21,"4c",11,100
"GPT",21,"4c",12,100
"GPT",21,"4c",13,90
"GPT",21,"4c",14,90
"GPT",21,"4c",15,100
"GPT",21,"4c",16,90
"GPT",21,"4c",17,85
"GPT",21,"4c",18,80
"GPT",21,"4c",19,80
"GPT",21,"4c",20,100
"GPT",21,"2c",1,100
"GPT",21,"2c",2,100
"GPT",21,"2c",3,100
"GPT",21,"2c",4,100
"GPT",21,"2c",5,70
"GPT",21,"2c",6,100
"GPT",21,"2c",7,100
"GPT",21,"2c",8,100
"GPT",21,"2c",9,100
"GPT",21,"2c",10,100
"GPT",21,"2c",11,100
"GPT",21,"2c",12,100
"GPT",21,"2c",13,100
"GPT",21,"2c",14,90
"GPT",21,"2c",15,80
"GPT",21,"2c",16,100
"GPT",21,"2c",17,90
"GPT",21,"2c",18,80
"GPT",21,"2c",19,95
"GPT",21,"2c",20,100
"GPT",22,"op",1,100
"GPT",22,"op",2,100
"GPT",22,"op",3,100
"GPT",22,"op",4,100
"GPT",22,"op",5,100
"GPT",22,"op",6,80
"GPT",22,"op",7,100
"GPT",22,"op",8,100
"GPT",22,"op",9,90
"GPT",22,"op",10,100
"GPT",22,"op",11,100
"GPT",22,"op",12,100
"GPT",22,"op",13,80
"GPT",22,"op",14,80
"GPT",22,"op",15,100
"GPT",22,"op",16,100
"GPT",22,"op",17,85
"GPT",22,"op",18,85
"GPT",22,"op",19,80
"GPT",22,"op",20,100
"GPT",22,"4c",1,100
"GPT",22,"4c",2,100
"GPT",22,"4c",3,100
"GPT",22,"4c",4,100
"GPT",22,"4c",5,100
"GPT",22,"4c",6,100
"GPT",22,"4c",7,100
"GPT",22,"4c",8,100
"GPT",22,"4c",9,100
"GPT",22,"4c",10,100
"GPT",22,"4c",11,100
"GPT",22,"4c",12,100
"GPT",22,"4c",13,100
"GPT",22,"4c",14,90
"GPT",22,"4c",15,100
"GPT",22,"4c",16,100
"GPT",22,"4c",17,80
"GPT",22,"4c",18,90
"GPT",22,"4c",19,90
"GPT",22,"4c",20,100
"GPT",22,"2c",1,100
"GPT",22,"2c",2,100
"GPT",22,"2c",3,100
"GPT",22,"2c",4,100
"GPT",22,"2c",5,100
"GPT",22,"2c",6,100
"GPT",22,"2c",7,100
"GPT",22,"2c",8,100
"GPT",22,"2c",9,100
"GPT",22,"2c",10,90
"GPT",22,"2c",11,100
"GPT",22,"2c",12,90
"GPT",22,"2c",13,100
"GPT",22,"2c",14,95
"GPT",22,"2c",15,80
"GPT",22,"2c",16,90
"GPT",22,"2c",17,80
"GPT",22,"2c",18,80
"GPT",22,"2c",19,80
"GPT",22,"2c",20,100
"GPT",23,"op",1,100
"GPT",23,"op",2,100
"GPT",23,"op",3,90
"GPT",23,"op",4,100
"GPT",23,"op",5,80
"GPT",23,"op",6,90
"GPT",23,"op",7,100
"GPT",23,"op",8,100
"GPT",23,"op",9,90
"GPT",23,"op",10,95
"GPT",23,"op",11,100
"GPT",23,"op",12,100
"GPT",23,"op",13,60
"GPT",23,"op",14,70
"GPT",23,"op",15,100
"GPT",23,"op",16,100
"GPT",23,"op",17,85
"GPT",23,"op",18,90
"GPT",23,"op",19,80
"GPT",23,"op",20,100
"GPT",23,"4c",1,100
"GPT",23,"4c",2,100
"GPT",23,"4c",3,100
"GPT",23,"4c",4,100
"GPT",23,"4c",5,100
"GPT",23,"4c",6,100
"GPT",23,"4c",7,100
"GPT",23,"4c",8,100
"GPT",23,"4c",9,100
"GPT",23,"4c",10,100
"GPT",23,"4c",11,100
"GPT",23,"4c",12,100
"GPT",23,"4c",13,90
"GPT",23,"4c",14,100
"GPT",23,"4c",15,100
"GPT",23,"4c",16,100
"GPT",23,"4c",17,90
"GPT",23,"4c",18,100
"GPT",23,"4c",19,100
"GPT",23,"4c",20,100
"GPT",23,"2c",1,100
"GPT",23,"2c",2,100
"GPT",23,"2c",3,100
"GPT",23,"2c",4,100
"GPT",23,"2c",5,80
"GPT",23,"2c",6,100
"GPT",23,"2c",7,100
"GPT",23,"2c",8,100
"GPT",23,"2c",9,100
"GPT",23,"2c",10,95
"GPT",23,"2c",11,100
"GPT",23,"2c",12,80
"GPT",23,"2c",13,100
"GPT",23,"2c",14,100
"GPT",23,"2c",15,80
"GPT",23,"2c",16,90
"GPT",23,"2c",17,80
"GPT",23,"2c",18,90
"GPT",23,"2c",19,95
"GPT",23,"2c",20,100
"GPT",24,"op",1,100
"GPT",24,"op",2,100
"GPT",24,"op",3,100
"GPT",24,"op",4,100
"GPT",24,"op",5,90
"GPT",24,"op",6,100
"GPT",24,"op",7,100
"GPT",24,"op",8,100
"GPT",24,"op",9,90
"GPT",24,"op",10,100
"GPT",24,"op",11,100
"GPT",24,"op",12,100
"GPT",24,"op",13,80
"GPT",24,"op",14,80
"GPT",24,"op",15,100
"GPT",24,"op",16,100
"GPT",24,"op",17,60
"GPT",24,"op",18,85
"GPT",24,"op",19,80
"GPT",24,"op",20,100
"GPT",24,"4c",1,100
"GPT",24,"4c",2,100
"GPT",24,"4c",3,100
"GPT",24,"4c",4,100
"GPT",24,"4c",5,100
"GPT",24,"4c",6,100
"GPT",24,"4c",7,100
"GPT",24,"4c",8,100
"GPT",24,"4c",9,100
"GPT",24,"4c",10,100
"GPT",24,"4c",11,100
"GPT",24,"4c",12,100
"GPT",24,"4c",13,90
"GPT",24,"4c",14,80
"GPT",24,"4c",15,100
"GPT",24,"4c",16,100
"GPT",24,"4c",17,85
"GPT",24,"4c",18,90
"GPT",24,"4c",19,90
"GPT",24,"4c",20,100
"GPT",24,"2c",1,100
"GPT",24,"2c",2,100
"GPT",24,"2c",3,100
"GPT",24,"2c",4,100
"GPT",24,"2c",5,80
"GPT",24,"2c",6,100
"GPT",24,"2c",7,100
"GPT",24,"2c",8,100
"GPT",24,"2c",9,100
"GPT",24,"2c",10,85
"GPT",24,"2c",11,100
"GPT",24,"2c",12,100
"GPT",24,"2c",13,90
"GPT",24,"2c",14,98
"GPT",24,"2c",15,80
"GPT",24,"2c",16,95
"GPT",24,"2c",17,90
"GPT",24,"2c",18,80
"GPT",24,"2c",19,95
"GPT",24,"2c",20,100
"GPT",25,"op",1,100
"GPT",25,"op",2,100
"GPT",25,"op",3,100
"GPT",25,"op",4,100
"GPT",25,"op",5,85
"GPT",25,"op",6,100
"GPT",25,"op",7,100
"GPT",25,"op",8,100
"GPT",25,"op",9,100
"GPT",25,"op",10,100
"GPT",25,"op",11,100
"GPT",25,"op",12,100
"GPT",25,"op",13,80
"GPT",25,"op",14,80
"GPT",25,"op",15,100
"GPT",25,"op",16,100
"GPT",25,"op",17,80
"GPT",25,"op",18,100
"GPT",25,"op",19,80
"GPT",25,"op",20,100
"GPT",25,"4c",1,100
"GPT",25,"4c",2,100
"GPT",25,"4c",3,100
"GPT",25,"4c",4,100
"GPT",25,"4c",5,100
"GPT",25,"4c",6,100
"GPT",25,"4c",7,100
"GPT",25,"4c",8,100
"GPT",25,"4c",9,100
"GPT",25,"4c",10,100
"GPT",25,"4c",11,100
"GPT",25,"4c",12,100
"GPT",25,"4c",13,90
"GPT",25,"4c",14,80
"GPT",25,"4c",15,100
"GPT",25,"4c",16,90
"GPT",25,"4c",17,90
"GPT",25,"4c",18,90
"GPT",25,"4c",19,90
"GPT",25,"4c",20,100
"GPT",25,"2c",1,100
"GPT",25,"2c",2,100
"GPT",25,"2c",3,100
"GPT",25,"2c",4,100
"GPT",25,"2c",5,90
"GPT",25,"2c",6,100
"GPT",25,"2c",7,100
"GPT",25,"2c",8,100
"GPT",25,"2c",9,100
"GPT",25,"2c",10,80
"GPT",25,"2c",11,100
"GPT",25,"2c",12,100
"GPT",25,"2c",13,100
"GPT",25,"2c",14,90
"GPT",25,"2c",15,80
"GPT",25,"2c",16,80
"GPT",25,"2c",17,90
"GPT",25,"2c",18,85
"GPT",25,"2c",19,80
"GPT",25,"2c",20,100
"GPT",26,"op",1,100
"GPT",26,"op",2,100
"GPT",26,"op",3,90
"GPT",26,"op",4,100
"GPT",26,"op",5,95
"GPT",26,"op",6,90
"GPT",26,"op",7,100
"GPT",26,"op",8,100
"GPT",26,"op",9,100
"GPT",26,"op",10,100
"GPT",26,"op",11,100
"GPT",26,"op",12,100
"GPT",26,"op",13,70
"GPT",26,"op",14,90
"GPT",26,"op",15,100
"GPT",26,"op",16,100
"GPT",26,"op",17,70
"GPT",26,"op",18,90
"GPT",26,"op",19,80
"GPT",26,"op",20,100
"GPT",26,"4c",1,100
"GPT",26,"4c",2,100
"GPT",26,"4c",3,100
"GPT",26,"4c",4,100
"GPT",26,"4c",5,100
"GPT",26,"4c",6,100
"GPT",26,"4c",7,100
"GPT",26,"4c",8,100
"GPT",26,"4c",9,100
"GPT",26,"4c",10,100
"GPT",26,"4c",11,100
"GPT",26,"4c",12,80
"GPT",26,"4c",13,95
"GPT",26,"4c",14,100
"GPT",26,"4c",15,100
"GPT",26,"4c",16,80
"GPT",26,"4c",17,80
"GPT",26,"4c",18,90
"GPT",26,"4c",19,80
"GPT",26,"4c",20,100
"GPT",26,"2c",1,100
"GPT",26,"2c",2,100
"GPT",26,"2c",3,100
"GPT",26,"2c",4,100
"GPT",26,"2c",5,90
"GPT",26,"2c",6,100
"GPT",26,"2c",7,100
"GPT",26,"2c",8,100
"GPT",26,"2c",9,100
"GPT",26,"2c",10,100
"GPT",26,"2c",11,100
"GPT",26,"2c",12,100
"GPT",26,"2c",13,90
"GPT",26,"2c",14,100
"GPT",26,"2c",15,80
"GPT",26,"2c",16,90
"GPT",26,"2c",17,90
"GPT",26,"2c",18,80
"GPT",26,"2c",19,80
"GPT",26,"2c",20,100
"GPT",27,"op",1,100
"GPT",27,"op",2,100
"GPT",27,"op",3,90
"GPT",27,"op",4,100
"GPT",27,"op",5,100
"GPT",27,"op",6,100
"GPT",27,"op",7,100
"GPT",27,"op",8,100
"GPT",27,"op",9,100
"GPT",27,"op",10,100
"GPT",27,"op",11,100
"GPT",27,"op",12,100
"GPT",27,"op",13,80
"GPT",27,"op",14,100
"GPT",27,"op",15,100
"GPT",27,"op",16,90
"GPT",27,"op",17,90
"GPT",27,"op",18,80
"GPT",27,"op",19,80
"GPT",27,"op",20,100
"GPT",27,"4c",1,100
"GPT",27,"4c",2,100
"GPT",27,"4c",3,100
"GPT",27,"4c",4,100
"GPT",27,"4c",5,100
"GPT",27,"4c",6,100
"GPT",27,"4c",7,100
"GPT",27,"4c",8,100
"GPT",27,"4c",9,100
"GPT",27,"4c",10,100
"GPT",27,"4c",11,100
"GPT",27,"4c",12,100
"GPT",27,"4c",13,95
"GPT",27,"4c",14,80
"GPT",27,"4c",15,100
"GPT",27,"4c",16,100
"GPT",27,"4c",17,90
"GPT",27,"4c",18,100
"GPT",27,"4c",19,80
"GPT",27,"4c",20,100
"GPT",27,"2c",1,100
"GPT",27,"2c",2,100
"GPT",27,"2c",3,100
"GPT",27,"2c",4,100
"GPT",27,"2c",5,90
"GPT",27,"2c",6,100
"GPT",27,"2c",7,100
"GPT",27,"2c",8,100
"GPT",27,"2c",9,100
"GPT",27,"2c",10,90
"GPT",27,"2c",11,100
"GPT",27,"2c",12,100
"GPT",27,"2c",13,90
"GPT",27,"2c",14,100
"GPT",27,"2c",15,80
"GPT",27,"2c",16,90
"GPT",27,"2c",17,95
"GPT",27,"2c",18,85
"GPT",27,"2c",19,85
"GPT",27,"2c",20,100
"GPT",28,"op",1,100
"GPT",28,"op",2,100
"GPT",28,"op",3,90
"GPT",28,"op",4,100
"GPT",28,"op",5,90
"GPT",28,"op",6,100
"GPT",28,"op",7,100
"GPT",28,"op",8,100
"GPT",28,"op",9,100
"GPT",28,"op",10,90
"GPT",28,"op",11,100
"GPT",28,"op",12,100
"GPT",28,"op",13,50
"GPT",28,"op",14,80
"GPT",28,"op",15,100
"GPT",28,"op",16,100
"GPT",28,"op",17,90
"GPT",28,"op",18,80
"GPT",28,"op",19,50
"GPT",28,"op",20,100
"GPT",28,"4c",1,100
"GPT",28,"4c",2,100
"GPT",28,"4c",3,100
"GPT",28,"4c",4,100
"GPT",28,"4c",5,100
"GPT",28,"4c",6,100
"GPT",28,"4c",7,100
"GPT",28,"4c",8,100
"GPT",28,"4c",9,100
"GPT",28,"4c",10,100
"GPT",28,"4c",11,100
"GPT",28,"4c",12,100
"GPT",28,"4c",13,95
"GPT",28,"4c",14,90
"GPT",28,"4c",15,100
"GPT",28,"4c",16,80
"GPT",28,"4c",17,80
"GPT",28,"4c",18,100
"GPT",28,"4c",19,80
"GPT",28,"4c",20,100
"GPT",28,"2c",1,100
"GPT",28,"2c",2,100
"GPT",28,"2c",3,100
"GPT",28,"2c",4,100
"GPT",28,"2c",5,100
"GPT",28,"2c",6,100
"GPT",28,"2c",7,100
"GPT",28,"2c",8,100
"GPT",28,"2c",9,100
"GPT",28,"2c",10,100
"GPT",28,"2c",11,100
"GPT",28,"2c",12,100
"GPT",28,"2c",13,95
"GPT",28,"2c",14,90
"GPT",28,"2c",15,80
"GPT",28,"2c",16,90
"GPT",28,"2c",17,90
"GPT",28,"2c",18,80
"GPT",28,"2c",19,100
"GPT",28,"2c",20,100
"GPT",29,"op",1,100
"GPT",29,"op",2,100
"GPT",29,"op",3,80
"GPT",29,"op",4,100
"GPT",29,"op",5,80
"GPT",29,"op",6,100
"GPT",29,"op",7,100
"GPT",29,"op",8,100
"GPT",29,"op",9,100
"GPT",29,"op",10,95
"GPT",29,"op",11,100
"GPT",29,"op",12,100
"GPT",29,"op",13,70
"GPT",29,"op",14,90
"GPT",29,"op",15,100
"GPT",29,"op",16,90
"GPT",29,"op",17,95
"GPT",29,"op",18,80
"GPT",29,"op",19,60
"GPT",29,"op",20,100
"GPT",29,"4c",1,100
"GPT",29,"4c",2,100
"GPT",29,"4c",3,100
"GPT",29,"4c",4,100
"GPT",29,"4c",5,100
"GPT",29,"4c",6,80
"GPT",29,"4c",7,100
"GPT",29,"4c",8,100
"GPT",29,"4c",9,100
"GPT",29,"4c",10,100
"GPT",29,"4c",11,100
"GPT",29,"4c",12,100
"GPT",29,"4c",13,100
"GPT",29,"4c",14,95
"GPT",29,"4c",15,100
"GPT",29,"4c",16,100
"GPT",29,"4c",17,80
"GPT",29,"4c",18,90
"GPT",29,"4c",19,80
"GPT",29,"4c",20,100
"GPT",29,"2c",1,100
"GPT",29,"2c",2,100
"GPT",29,"2c",3,100
"GPT",29,"2c",4,100
"GPT",29,"2c",5,90
"GPT",29,"2c",6,100
"GPT",29,"2c",7,100
"GPT",29,"2c",8,100
"GPT",29,"2c",9,100
"GPT",29,"2c",10,100
"GPT",29,"2c",11,100
"GPT",29,"2c",12,100
"GPT",29,"2c",13,100
"GPT",29,"2c",14,90
"GPT",29,"2c",15,80
"GPT",29,"2c",16,95
"GPT",29,"2c",17,95
"GPT",29,"2c",18,80
"GPT",29,"2c",19,90
"GPT",29,"2c",20,100
"GPT",30,"op",1,100
"GPT",30,"op",2,100
"GPT",30,"op",3,80
"GPT",30,"op",4,100
"GPT",30,"op",5,95
"GPT",30,"op",6,80
"GPT",30,"op",7,100
"GPT",30,"op",8,100
"GPT",30,"op",9,90
"GPT",30,"op",10,100
"GPT",30,"op",11,100
"GPT",30,"op",12,100
"GPT",30,"op",13,60
"GPT",30,"op",14,95
"GPT",30,"op",15,100
"GPT",30,"op",16,100
"GPT",30,"op",17,80
"GPT",30,"op",18,85
"GPT",30,"op",19,80
"GPT",30,"op",20,100
"GPT",30,"4c",1,100
"GPT",30,"4c",2,100
"GPT",30,"4c",3,100
"GPT",30,"4c",4,100
"GPT",30,"4c",5,100
"GPT",30,"4c",6,100
"GPT",30,"4c",7,100
"GPT",30,"4c",8,100
"GPT",30,"4c",9,100
"GPT",30,"4c",10,100
"GPT",30,"4c",11,100
"GPT",30,"4c",12,100
"GPT",30,"4c",13,90
"GPT",30,"4c",14,100
"GPT",30,"4c",15,100
"GPT",30,"4c",16,85
"GPT",30,"4c",17,90
"GPT",30,"4c",18,85
"GPT",30,"4c",19,100
"GPT",30,"4c",20,100
"GPT",30,"2c",1,100
"GPT",30,"2c",2,100
"GPT",30,"2c",3,100
"GPT",30,"2c",4,100
"GPT",30,"2c",5,80
"GPT",30,"2c",6,100
"GPT",30,"2c",7,100
"GPT",30,"2c",8,100
"GPT",30,"2c",9,100
"GPT",30,"2c",10,95
"GPT",30,"2c",11,100
"GPT",30,"2c",12,100
"GPT",30,"2c",13,80
"GPT",30,"2c",14,95
"GPT",30,"2c",15,80
"GPT",30,"2c",16,100
"GPT",30,"2c",17,90
"GPT",30,"2c",18,80
"GPT",30,"2c",19,90
"GPT",30,"2c",20,100
"GPT",31,"op",1,100
"GPT",31,"op",2,100
"GPT",31,"op",3,100
"GPT",31,"op",4,100
"GPT",31,"op",5,80
"GPT",31,"op",6,100
"GPT",31,"op",7,100
"GPT",31,"op",8,100
"GPT",31,"op",9,95
"GPT",31,"op",10,100
"GPT",31,"op",11,100
"GPT",31,"op",12,100
"GPT",31,"op",13,80
"GPT",31,"op",14,95
"GPT",31,"op",15,100
"GPT",31,"op",16,100
"GPT",31,"op",17,85
"GPT",31,"op",18,100
"GPT",31,"op",19,60
"GPT",31,"op",20,100
"GPT",31,"4c",1,100
"GPT",31,"4c",2,100
"GPT",31,"4c",3,100
"GPT",31,"4c",4,100
"GPT",31,"4c",5,100
"GPT",31,"4c",6,100
"GPT",31,"4c",7,100
"GPT",31,"4c",8,100
"GPT",31,"4c",9,100
"GPT",31,"4c",10,100
"GPT",31,"4c",11,100
"GPT",31,"4c",12,100
"GPT",31,"4c",13,90
"GPT",31,"4c",14,90
"GPT",31,"4c",15,100
"GPT",31,"4c",16,100
"GPT",31,"4c",17,90
"GPT",31,"4c",18,90
"GPT",31,"4c",19,100
"GPT",31,"4c",20,100
"GPT",31,"2c",1,100
"GPT",31,"2c",2,100
"GPT",31,"2c",3,100
"GPT",31,"2c",4,100
"GPT",31,"2c",5,90
"GPT",31,"2c",6,100
"GPT",31,"2c",7,100
"GPT",31,"2c",8,100
"GPT",31,"2c",9,100
"GPT",31,"2c",10,90
"GPT",31,"2c",11,100
"GPT",31,"2c",12,100
"GPT",31,"2c",13,100
"GPT",31,"2c",14,80
"GPT",31,"2c",15,80
"GPT",31,"2c",16,100
"GPT",31,"2c",17,90
"GPT",31,"2c",18,80
"GPT",31,"2c",19,100
"GPT",31,"2c",20,100
"GPT",32,"op",1,100
"GPT",32,"op",2,100
"GPT",32,"op",3,100
"GPT",32,"op",4,100
"GPT",32,"op",5,90
"GPT",32,"op",6,80
"GPT",32,"op",7,100
"GPT",32,"op",8,100
"GPT",32,"op",9,90
"GPT",32,"op",10,90
"GPT",32,"op",11,100
"GPT",32,"op",12,100
"GPT",32,"op",13,80
"GPT",32,"op",14,85
"GPT",32,"op",15,100
"GPT",32,"op",16,90
"GPT",32,"op",17,85
"GPT",32,"op",18,100
"GPT",32,"op",19,80
"GPT",32,"op",20,100
"GPT",32,"4c",1,100
"GPT",32,"4c",2,100
"GPT",32,"4c",3,100
"GPT",32,"4c",4,100
"GPT",32,"4c",5,100
"GPT",32,"4c",6,100
"GPT",32,"4c",7,100
"GPT",32,"4c",8,100
"GPT",32,"4c",9,100
"GPT",32,"4c",10,100
"GPT",32,"4c",11,100
"GPT",32,"4c",12,100
"GPT",32,"4c",13,90
"GPT",32,"4c",14,100
"GPT",32,"4c",15,100
"GPT",32,"4c",16,100
"GPT",32,"4c",17,80
"GPT",32,"4c",18,90
"GPT",32,"4c",19,90
"GPT",32,"4c",20,100
"GPT",32,"2c",1,100
"GPT",32,"2c",2,100
"GPT",32,"2c",3,100
"GPT",32,"2c",4,100
