"","Agent","AgentID","Cond","Qnum","Correctness","Confidence"
"1529","Human",26,"2C",9,0,50
"1530","Human",26,"2C",10,1,10
"1531","Human",26,"2C",11,1,100
"1532","Human",26,"2C",12,1,50
"1533","Human",26,"2C",13,0,30
"1534","Human",26,"2C",14,1,100
"1535","Human",26,"2C",15,1,100
"1536","Human",26,"2C",16,1,10
"1537","Human",26,"2C",17,1,10
"1538","Human",26,"2C",18,1,100
"1539","Human",26,"2C",19,0,10
"1540","Human",26,"2C",20,0,100
"1541","Human",26,"4C",1,1,100
"1542","Human",26,"4C",2,1,100
"1543","Human",26,"4C",3,1,50
"1544","Human",26,"4C",4,0,40
"1545","Human",26,"4C",5,1,100
"1546","Human",26,"4C",6,1,100
"1547","Human",26,"4C",7,1,100
"1548","Human",26,"4C",8,0,10
"1549","Human",26,"4C",9,0,10
"1550","Human",26,"4C",10,1,100
"1551","Human",26,"4C",11,1,100
"1552","Human",26,"4C",12,1,50
"1553","Human",26,"4C",13,1,30
"1554","Human",26,"4C",14,1,100
"1555","Human",26,"4C",15,1,100
"1556","Human",26,"4C",16,0,100
"1557","Human",26,"4C",17,0,40
"1558","Human",26,"4C",18,1,30
"1559","Human",26,"4C",19,1,10
"1560","Human",26,"4C",20,0,50
"1561","Human",27,"OP",1,1,70
"1562","Human",27,"OP",2,0,2
"1563","Human",27,"OP",3,0,40
"1564","Human",27,"OP",4,1,16
"1565","Human",27,"OP",5,0,92
"1566","Human",27,"OP",6,1,50
"1567","Human",27,"OP",7,1,70
"1568","Human",27,"OP",8,0,8
"1569","Human",27,"OP",9,0,7
"1570","Human",27,"OP",10,1,20
"1571","Human",27,"OP",11,1,30
"1572","Human",27,"OP",12,0,100
"1573","Human",27,"OP",13,0,0
"1574","Human",27,"OP",14,0,7
"1575","Human",27,"OP",15,0,80
"1576","Human",27,"OP",16,0,1
"1577","Human",27,"OP",17,0,4
"1578","Human",27,"OP",18,0,0
"1579","Human",27,"OP",19,0,0
"1580","Human",27,"OP",20,0,0
"1581","Human",27,"2C",1,1,40
"1582","Human",27,"2C",2,1,80
"1583","Human",27,"2C",3,1,100
"1584","Human",27,"2C",4,1,30
"1585","Human",27,"2C",5,0,70
"1586","Human",27,"2C",6,1,20
"1587","Human",27,"2C",7,1,65
"1588","Human",27,"2C",8,1,10
"1589","Human",27,"2C",9,0,4
"1590","Human",27,"2C",10,1,12
"1591","Human",27,"2C",11,1,80
"1592","Human",27,"2C",12,1,19
"1593","Human",27,"2C",13,1,21
"1594","Human",27,"2C",14,0,11
"1595","Human",27,"2C",15,1,8
"1596","Human",27,"2C",16,1,5
"1597","Human",27,"2C",17,1,9
"1598","Human",27,"2C",18,0,15
"1599","Human",27,"2C",19,0,44
"1600","Human",27,"2C",20,1,18
"1601","Human",27,"4C",1,1,52
"1602","Human",27,"4C",2,0,0
"1603","Human",27,"4C",3,0,31
"1604","Human",27,"4C",4,1,24
"1605","Human",27,"4C",5,0,16
"1606","Human",27,"4C",6,0,12
"1607","Human",27,"4C",7,1,86
"1608","Human",27,"4C",8,1,20
"1609","Human",27,"4C",9,0,60
"1610","Human",27,"4C",10,1,36
"1611","Human",27,"4C",11,1,100
"1612","Human",27,"4C",12,1,20
"1613","Human",27,"4C",13,0,40
"1614","Human",27,"4C",14,1,33
"1615","Human",27,"4C",15,1,25
"1616","Human",27,"4C",16,0,30
"1617","Human",27,"4C",17,0,20
"1618","Human",27,"4C",18,1,20
"1619","Human",27,"4C",19,1,24
"1620","Human",27,"4C",20,1,0
"1621","Human",28,"OP",1,1,100
"1622","Human",28,"OP",2,1,100
"1623","Human",28,"OP",3,1,50
"1624","Human",28,"OP",4,0,1
"1625","Human",28,"OP",5,1,50
"1626","Human",28,"OP",6,1,100
"1627","Human",28,"OP",7,1,50
"1628","Human",28,"OP",8,0,1
"1629","Human",28,"OP",9,0,50
"1630","Human",28,"OP",10,1,1
"1631","Human",28,"OP",11,1,100
"1632","Human",28,"OP",12,0,1
"1633","Human",28,"OP",13,0,1
"1634","Human",28,"OP",14,1,1
"1635","Human",28,"OP",15,0,1
"1636","Human",28,"OP",16,0,1
"1637","Human",28,"OP",17,0,1
"1638","Human",28,"OP",18,0,1
"1639","Human",28,"OP",19,0,1
"1640","Human",28,"OP",20,0,1
"1641","Human",28,"2C",1,1,100
"1642","Human",28,"2C",2,1,100
"1643","Human",28,"2C",3,1,100
"1644","Human",28,"2C",4,1,50
"1645","Human",28,"2C",5,1,50
"1646","Human",28,"2C",6,1,100
"1647","Human",28,"2C",7,1,50
"1648","Human",28,"2C",8,1,50
"1649","Human",28,"2C",9,1,50
"1650","Human",28,"2C",10,0,50
"1651","Human",28,"2C",11,1,100
"1652","Human",28,"2C",12,1,50
"1653","Human",28,"2C",13,1,50
"1654","Human",28,"2C",14,1,50
"1655","Human",28,"2C",15,0,50
"1656","Human",28,"2C",16,1,50
"1657","Human",28,"2C",17,1,50
"1658","Human",28,"2C",18,0,50
"1659","Human",28,"2C",19,1,50
"1660","Human",28,"2C",20,0,50
"1661","Human",28,"4C",1,1,100
"1662","Human",28,"4C",2,1,100
"1663","Human",28,"4C",3,1,50
"1664","Human",28,"4C",4,0,50
"1665","Human",28,"4C",5,1,50
"1666","Human",28,"4C",6,1,50
"1667","Human",28,"4C",7,0,50
"1668","Human",28,"4C",8,0,50
"1669","Human",28,"4C",9,0,50
"1670","Human",28,"4C",10,0,50
"1671","Human",28,"4C",11,1,100
"1672","Human",28,"4C",12,1,50
"1673","Human",28,"4C",13,0,50
"1674","Human",28,"4C",14,1,50
"1675","Human",28,"4C",15,0,50
"1676","Human",28,"4C",16,0,50
"1677","Human",28,"4C",17,0,50
"1678","Human",28,"4C",18,0,50
"1679","Human",28,"4C",19,0,50
"1680","Human",28,"4C",20,0,50
"1681","Human",29,"OP",1,1,100
"1682","Human",29,"OP",2,1,100
"1683","Human",29,"OP",3,0,15
"1684","Human",29,"OP",4,1,15
"1685","Human",29,"OP",5,1,50
"1686","Human",29,"OP",6,1,95
"1687","Human",29,"OP",7,1,100
"1688","Human",29,"OP",8,0,10
"1689","Human",29,"OP",9,1,50
"1690","Human",29,"OP",10,1,85
"1691","Human",29,"OP",11,1,85
"1692","Human",29,"OP",12,1,0
"1693","Human",29,"OP",13,0,0
"1694","Human",29,"OP",14,1,15
"1695","Human",29,"OP",15,0,0
"1696","Human",29,"OP",16,0,75
"1697","Human",29,"OP",17,0,15
"1698","Human",29,"OP",18,0,10
"1699","Human",29,"OP",19,1,75
"1700","Human",29,"OP",20,0,20
"1701","Human",29,"2C",1,1,100
"1702","Human",29,"2C",2,0,100
"1703","Human",29,"2C",3,1,100
"1704","Human",29,"2C",4,1,15
"1705","Human",29,"2C",5,1,35
"1706","Human",29,"2C",6,1,95
"1707","Human",29,"2C",7,1,100
"1708","Human",29,"2C",8,0,15
"1709","Human",29,"2C",9,1,100
"1710","Human",29,"2C",10,1,100
"1711","Human",29,"2C",11,1,80
"1712","Human",29,"2C",12,1,15
"1713","Human",29,"2C",13,1,15
"1714","Human",29,"2C",14,0,20
"1715","Human",29,"2C",15,1,15
"1716","Human",29,"2C",16,1,75
"1717","Human",29,"2C",17,1,15
"1718","Human",29,"2C",18,1,15
"1719","Human",29,"2C",19,1,100
"1720","Human",29,"2C",20,1,50
"1721","Human",29,"4C",1,1,100
"1722","Human",29,"4C",2,1,100
"1723","Human",29,"4C",3,1,100
"1724","Human",29,"4C",4,1,50
"1725","Human",29,"4C",5,1,50
"1726","Human",29,"4C",6,1,100
"1727","Human",29,"4C",7,1,100
"1728","Human",29,"4C",8,0,50
"1729","Human",29,"4C",9,1,100
"1730","Human",29,"4C",10,1,100
"1731","Human",29,"4C",11,1,100
"1732","Human",29,"4C",12,1,50
"1733","Human",29,"4C",13,1,100
"1734","Human",29,"4C",14,1,100
"1735","Human",29,"4C",15,1,100
"1736","Human",29,"4C",16,0,25
"1737","Human",29,"4C",17,0,25
"1738","Human",29,"4C",18,0,50
"1739","Human",29,"4C",19,1,100
"1740","Human",29,"4C",20,1,50
"1741","Human",30,"OP",1,1,100
"1742","Human",30,"OP",2,1,100
"1743","Human",30,"OP",3,0,0
"1744","Human",30,"OP",4,1,90
"1745","Human",30,"OP",5,1,50
"1746","Human",30,"OP",6,1,80
"1747","Human",30,"OP",7,1,100
"1748","Human",30,"OP",8,0,50
"1749","Human",30,"OP",9,0,10
"1750","Human",30,"OP",10,1,80
"1751","Human",30,"OP",11,1,100
"1752","Human",30,"OP",12,1,50
"1753","Human",30,"OP",13,1,70
"1754","Human",30,"OP",14,0,50
"1755","Human",30,"OP",15,0,30
"1756","Human",30,"OP",16,0,10
"1757","Human",30,"OP",17,0,10
"1758","Human",30,"OP",18,0,10
"1759","Human",30,"OP",19,0,10
"1760","Human",30,"OP",20,0,50
"1761","Human",30,"2C",1,1,100
"1762","Human",30,"2C",2,0,100
"1763","Human",30,"2C",3,1,100
"1764","Human",30,"2C",4,1,100
"1765","Human",30,"2C",5,1,50
"1766","Human",30,"2C",6,1,100
"1767","Human",30,"2C",7,1,100
"1768","Human",30,"2C",8,0,50
"1769","Human",30,"2C",9,1,50
"1770","Human",30,"2C",10,1,100
"1771","Human",30,"2C",11,1,100
"1772","Human",30,"2C",12,1,80
"1773","Human",30,"2C",13,1,100
"1774","Human",30,"2C",14,0,50
"1775","Human",30,"2C",15,1,50
"1776","Human",30,"2C",16,1,50
"1777","Human",30,"2C",17,1,50
"1778","Human",30,"2C",18,1,50
"1779","Human",30,"2C",19,1,50
"1780","Human",30,"2C",20,1,80
"1781","Human",30,"4C",1,1,100
"1782","Human",30,"4C",2,1,100
"1783","Human",30,"4C",3,1,60
"1784","Human",30,"4C",4,1,100
"1785","Human",30,"4C",5,1,80
"1786","Human",30,"4C",6,1,100
"1787","Human",30,"4C",7,1,100
"1788","Human",30,"4C",8,1,50
"1789","Human",30,"4C",9,0,80
"1790","Human",30,"4C",10,1,100
"1791","Human",30,"4C",11,1,100
"1792","Human",30,"4C",12,1,100
"1793","Human",30,"4C",13,1,100
"1794","Human",30,"4C",14,1,100
"1795","Human",30,"4C",15,1,50
"1796","Human",30,"4C",16,1,50
"1797","Human",30,"4C",17,0,50
"1798","Human",30,"4C",18,1,80
"1799","Human",30,"4C",19,1,50
"1800","Human",30,"4C",20,1,100
"1801","Human",31,"OP",1,1,100
"1802","Human",31,"OP",2,0,20
"1803","Human",31,"OP",3,1,98
"1804","Human",31,"OP",4,1,90
"1805","Human",31,"OP",5,0,50
"1806","Human",31,"OP",6,1,95
"1807","Human",31,"OP",7,1,100
"1808","Human",31,"OP",8,0,50
"1809","Human",31,"OP",9,0,20
"1810","Human",31,"OP",10,1,80
"1811","Human",31,"OP",11,1,99
"1812","Human",31,"OP",12,1,70
"1813","Human",31,"OP",13,1,10
"1814","Human",31,"OP",14,1,90
"1815","Human",31,"OP",15,1,100
"1816","Human",31,"OP",16,0,5
"1817","Human",31,"OP",17,0,10
"1818","Human",31,"OP",18,0,1
"1819","Human",31,"OP",19,1,100
"1820","Human",31,"OP",20,1,98
"1821","Human",31,"2C",1,1,100
"1822","Human",31,"2C",2,1,100
"1823","Human",31,"2C",3,1,100
"1824","Human",31,"2C",4,1,90
"1825","Human",31,"2C",5,0,80
"1826","Human",31,"2C",6,1,100
"1827","Human",31,"2C",7,1,100
"1828","Human",31,"2C",8,0,50
"1829","Human",31,"2C",9,0,50
"1830","Human",31,"2C",10,0,80
"1831","Human",31,"2C",11,1,100
"1832","Human",31,"2C",12,1,80
"1833","Human",31,"2C",13,1,50
"1834","Human",31,"2C",14,1,100
"1835","Human",31,"2C",15,1,100
"1836","Human",31,"2C",16,1,80
"1837","Human",31,"2C",17,1,90
"1838","Human",31,"2C",18,1,90
"1839","Human",31,"2C",19,1,100
"1840","Human",31,"2C",20,1,100
"1841","Human",31,"4C",1,1,100
"1842","Human",31,"4C",2,1,40
"1843","Human",31,"4C",3,1,100
"1844","Human",31,"4C",4,1,80
"1845","Human",31,"4C",5,1,50
"1846","Human",31,"4C",6,1,100
"1847","Human",31,"4C",7,1,100
"1848","Human",31,"4C",8,0,50
"1849","Human",31,"4C",9,0,30
"1850","Human",31,"4C",10,1,100
"1851","Human",31,"4C",11,1,100
"1852","Human",31,"4C",12,1,80
"1853","Human",31,"4C",13,1,50
"1854","Human",31,"4C",14,1,100
"1855","Human",31,"4C",15,1,100
"1856","Human",31,"4C",16,0,5
"1857","Human",31,"4C",17,0,50
"1858","Human",31,"4C",18,1,50
"1859","Human",31,"4C",19,1,100
"1860","Human",31,"4C",20,1,100
"1861","Human",32,"OP",1,1,100
"1862","Human",32,"OP",2,1,100
"1863","Human",32,"OP",3,0,5
"1864","Human",32,"OP",4,1,80
"1865","Human",32,"OP",5,1,90
"1866","Human",32,"OP",6,1,100
"1867","Human",32,"OP",7,1,100
"1868","Human",32,"OP",8,0,5
"1869","Human",32,"OP",9,0,10
"1870","Human",32,"OP",10,1,100
"1871","Human",32,"OP",11,1,100
"1872","Human",32,"OP",12,1,30
"1873","Human",32,"OP",13,1,100
"1874","Human",32,"OP",14,0,20
"1875","Human",32,"OP",15,0,40
"1876","Human",32,"OP",16,0,10
"1877","Human",32,"OP",17,0,30
"1878","Human",32,"OP",18,0,100
"1879","Human",32,"OP",19,1,100
"1880","Human",32,"OP",20,0,60
"1881","Human",32,"2C",1,1,100
"1882","Human",32,"2C",2,1,100
"1883","Human",32,"2C",3,1,100
"1884","Human",32,"2C",4,1,100
"1885","Human",32,"2C",5,1,100
"1886","Human",32,"2C",6,1,100
"1887","Human",32,"2C",7,1,100
"1888","Human",32,"2C",8,0,80
"1889","Human",32,"2C",9,1,80
"1890","Human",32,"2C",10,1,100
"1891","Human",32,"2C",11,1,100
"1892","Human",32,"2C",12,1,100
"1893","Human",32,"2C",13,1,100
"1894","Human",32,"2C",14,1,60
"1895","Human",32,"2C",15,1,50
"1896","Human",32,"2C",16,1,50
"1897","Human",32,"2C",17,0,80
"1898","Human",32,"2C",18,0,50
"1899","Human",32,"2C",19,1,100
"1900","Human",32,"2C",20,1,100
"1901","Human",32,"4C",1,1,100
"1902","Human",32,"4C",2,1,100
"1903","Human",32,"4C",3,0,100
"1904","Human",32,"4C",4,1,100
"1905","Human",32,"4C",5,1,100
"1906","Human",32,"4C",6,1,100
"1907","Human",32,"4C",7,1,100
"1908","Human",32,"4C",8,0,80
"1909","Human",32,"4C",9,0,100
"1910","Human",32,"4C",10,1,100
"1911","Human",32,"4C",11,1,100
"1912","Human",32,"4C",12,1,100
"1913","Human",32,"4C",13,0,100
"1914","Human",32,"4C",14,1,50
"1915","Human",32,"4C",15,1,100
"1916","Human",32,"4C",16,0,50
"1917","Human",32,"4C",17,0,70
"1918","Human",32,"4C",18,1,80
"1919","Human",32,"4C",19,1,100
"1920","Human",32,"4C",20,1,100
"1921","Human",33,"OP",1,1,100
"1922","Human",33,"OP",2,1,100
"1923","Human",33,"OP",3,1,100
"1924","Human",33,"OP",4,1,100
"1925","Human",33,"OP",5,1,100
"1926","Human",33,"OP",6,1,100
"1927","Human",33,"OP",7,1,100
"1928","Human",33,"OP",8,0,40
"1929","Human",33,"OP",9,0,0
"1930","Human",33,"OP",10,0,80
"1931","Human",33,"OP",11,1,100
"1932","Human",33,"OP",12,0,50
"1933","Human",33,"OP",13,1,70
"1934","Human",33,"OP",14,1,100
"1935","Human",33,"OP",15,0,60
"1936","Human",33,"OP",16,0,60
"1937","Human",33,"OP",17,0,40
"1938","Human",33,"OP",18,1,60
"1939","Human",33,"OP",19,0,90
"1940","Human",33,"OP",20,0,100
"1941","Human",33,"2C",1,1,100
"1942","Human",33,"2C",2,0,100
"1943","Human",33,"2C",3,1,100
"1944","Human",33,"2C",4,1,100
"1945","Human",33,"2C",5,1,100
"1946","Human",33,"2C",6,1,100
"1947","Human",33,"2C",7,1,100
"1948","Human",33,"2C",8,0,60
"1949","Human",33,"2C",9,0,50
"1950","Human",33,"2C",10,0,80
"1951","Human",33,"2C",11,1,100
"1952","Human",33,"2C",12,1,70
"1953","Human",33,"2C",13,1,70
"1954","Human",33,"2C",14,1,100
"1955","Human",33,"2C",15,1,80
"1956","Human",33,"2C",16,1,60
"1957","Human",33,"2C",17,1,70
"1958","Human",33,"2C",18,1,80
"1959","Human",33,"2C",19,0,70
"1960","Human",33,"2C",20,1,100
"1961","Human",33,"4C",1,1,100
"1962","Human",33,"4C",2,1,100
"1963","Human",33,"4C",3,1,100
"1964","Human",33,"4C",4,1,100
"1965","Human",33,"4C",5,1,100
"1966","Human",33,"4C",6,1,100
"1967","Human",33,"4C",7,1,100
"1968","Human",33,"4C",8,0,50
"1969","Human",33,"4C",9,0,50
"1970","Human",33,"4C",10,0,80
"1971","Human",33,"4C",11,1,100
"1972","Human",33,"4C",12,1,80
"1973","Human",33,"4C",13,1,80
"1974","Human",33,"4C",14,1,80
"1975","Human",33,"4C",15,1,100
"1976","Human",33,"4C",16,0,70
"1977","Human",33,"4C",17,0,60
"1978","Human",33,"4C",18,1,80
"1979","Human",33,"4C",19,1,30
"1980","Human",33,"4C",20,1,100
"1981","Human",34,"OP",1,1,100
"1982","Human",34,"OP",2,1,5
"1983","Human",34,"OP",3,1,98
"1984","Human",34,"OP",4,1,3
"1985","Human",34,"OP",5,0,10
"1986","Human",34,"OP",6,1,25
"1987","Human",34,"OP",7,1,100
"1988","Human",34,"OP",8,0,0
"1989","Human",34,"OP",9,0,0
"1990","Human",34,"OP",10,1,50
"1991","Human",34,"OP",11,1,25
"1992","Human",34,"OP",12,0,50
"1993","Human",34,"OP",13,1,5
"1994","Human",34,"OP",14,1,10
"1995","Human",34,"OP",15,1,100
"1996","Human",34,"OP",16,0,20
"1997","Human",34,"OP",17,0,20
"1998","Human",34,"OP",18,0,100
"1999","Human",34,"OP",19,1,20
"2000","Human",34,"OP",20,0,20
"2001","Human",34,"2C",1,1,100
"2002","Human",34,"2C",2,1,20
"2003","Human",34,"2C",3,1,100
"2004","Human",34,"2C",4,1,20
"2005","Human",34,"2C",5,0,20
"2006","Human",34,"2C",6,1,20
"2007","Human",34,"2C",7,1,100
"2008","Human",34,"2C",8,1,10
"2009","Human",34,"2C",9,0,10
"2010","Human",34,"2C",10,0,100
"2011","Human",34,"2C",11,1,20
"2012","Human",34,"2C",12,0,50
"2013","Human",34,"2C",13,1,10
"2014","Human",34,"2C",14,0,25
"2015","Human",34,"2C",15,1,100
"2016","Human",34,"2C",16,1,10
"2017","Human",34,"2C",17,1,100
"2018","Human",34,"2C",18,1,100
"2019","Human",34,"2C",19,1,20
"2020","Human",34,"2C",20,1,50
"2021","Human",34,"4C",1,1,100
"2022","Human",34,"4C",2,1,20
"2023","Human",34,"4C",3,1,100
"2024","Human",34,"4C",4,1,20
"2025","Human",34,"4C",5,0,10
"2026","Human",34,"4C",6,1,20
"2027","Human",34,"4C",7,1,100
"2028","Human",34,"4C",8,1,10
"2029","Human",34,"4C",9,1,20
"2030","Human",34,"4C",10,1,100
"2031","Human",34,"4C",11,1,25
"2032","Human",34,"4C",12,1,50
"2033","Human",34,"4C",13,1,10
"2034","Human",34,"4C",14,1,10
"2035","Human",34,"4C",15,1,100
"2036","Human",34,"4C",16,0,20
"2037","Human",34,"4C",17,0,25
"2038","Human",34,"4C",18,1,100
"2039","Human",34,"4C",19,1,25
"2040","Human",34,"4C",20,1,25
"2041","Human",35,"OP",1,0,100
"2042","Human",35,"OP",2,0,100
"2043","Human",35,"OP",3,0,100
"2044","Human",35,"OP",4,0,100
"2045","Human",35,"OP",5,1,100
"2046","Human",35,"OP",6,1,100
"2047","Human",35,"OP",7,1,100
"2048","Human",35,"OP",8,1,100
"2049","Human",35,"OP",9,0,100
"2050","Human",35,"OP",10,0,100
"2051","Human",35,"OP",11,1,100
"2052","Human",35,"OP",12,1,100
"2053","Human",35,"OP",13,1,100
"2054","Human",35,"OP",14,1,100
"2055","Human",35,"OP",15,0,100
"2056","Human",35,"OP",16,1,100
"2057","Human",35,"OP",17,1,100
"2058","Human",35,"OP",18,0,100
"2059","Human",35,"OP",19,1,100
"2060","Human",35,"OP",20,0,100
"2061","Human",35,"2C",1,1,100
"2062","Human",35,"2C",2,1,100
"2063","Human",35,"2C",3,1,100
"2064","Human",35,"2C",4,1,100
"2065","Human",35,"2C",5,1,100
"2066","Human",35,"2C",6,1,100
"2067","Human",35,"2C",7,1,100
"2068","Human",35,"2C",8,1,100
"2069","Human",35,"2C",9,1,100
"2070","Human",35,"2C",10,1,100
"2071","Human",35,"2C",11,1,100
"2072","Human",35,"2C",12,1,100
"2073","Human",35,"2C",13,1,100
"2074","Human",35,"2C",14,1,100
"2075","Human",35,"2C",15,1,100
"2076","Human",35,"2C",16,1,100
"2077","Human",35,"2C",17,1,100
"2078","Human",35,"2C",18,1,100
"2079","Human",35,"2C",19,1,100
"2080","Human",35,"2C",20,1,100
"2081","Human",35,"4C",1,1,100
"2082","Human",35,"4C",2,1,100
"2083","Human",35,"4C",3,1,100
"2084","Human",35,"4C",4,1,100
"2085","Human",35,"4C",5,1,100
"2086","Human",35,"4C",6,1,100
"2087","Human",35,"4C",7,1,100
"2088","Human",35,"4C",8,1,100
"2089","Human",35,"4C",9,1,100
"2090","Human",35,"4C",10,1,100
"2091","Human",35,"4C",11,1,100
"2092","Human",35,"4C",12,1,100
"2093","Human",35,"4C",13,1,100
"2094","Human",35,"4C",14,1,100
"2095","Human",35,"4C",15,1,100
"2096","Human",35,"4C",16,1,100
"2097","Human",35,"4C",17,1,100
"2098","Human",35,"4C",18,1,100
"2099","Human",35,"4C",19,1,100
"2100","Human",35,"4C",20,1,100
"2101","Human",36,"OP",1,1,98
"2102","Human",36,"OP",2,0,20
"2103","Human",36,"OP",3,1,100
"2104","Human",36,"OP",4,0,0
"2105","Human",36,"OP",5,0,50
"2106","Human",36,"OP",6,1,80
"2107","Human",36,"OP",7,1,80
"2108","Human",36,"OP",8,0,70
"2109","Human",36,"OP",9,1,100
"2110","Human",36,"OP",10,0,80
"2111","Human",36,"OP",11,0,0
"2112","Human",36,"OP",12,0,30
"2113","Human",36,"OP",13,1,30
"2114","Human",36,"OP",14,0,20
"2115","Human",36,"OP",15,0,20
"2116","Human",36,"OP",16,0,20
"2117","Human",36,"OP",17,0,80
"2118","Human",36,"OP",18,0,50
"2119","Human",36,"OP",19,1,85
"2120","Human",36,"OP",20,0,30
"2121","Human",36,"2C",1,1,90
"2122","Human",36,"2C",2,0,80
"2123","Human",36,"2C",3,1,100
"2124","Human",36,"2C",4,1,50
"2125","Human",36,"2C",5,0,80
"2126","Human",36,"2C",6,0,50
"2127","Human",36,"2C",7,1,90
"2128","Human",36,"2C",8,1,80
"2129","Human",36,"2C",9,1,100
"2130","Human",36,"2C",10,1,50
"2131","Human",36,"2C",11,1,80
"2132","Human",36,"2C",12,1,50
"2133","Human",36,"2C",13,1,50
"2134","Human",36,"2C",14,0,50
"2135","Human",36,"2C",15,1,50
"2136","Human",36,"2C",16,1,50
"2137","Human",36,"2C",17,0,50
"2138","Human",36,"2C",18,1,50
"2139","Human",36,"2C",19,1,100
"2140","Human",36,"2C",20,1,80
"2141","Human",36,"4C",1,1,90
"2142","Human",36,"4C",2,0,80
"2143","Human",36,"4C",3,1,100
"2144","Human",36,"4C",4,1,50
"2145","Human",36,"4C",5,1,50
"2146","Human",36,"4C",6,1,80
"2147","Human",36,"4C",7,1,80
"2148","Human",36,"4C",8,1,50
"2149","Human",36,"4C",9,1,100
"2150","Human",36,"4C",10,1,50
"2151","Human",36,"4C",11,1,50
"2152","Human",36,"4C",12,1,50
"2153","Human",36,"4C",13,1,80
"2154","Human",36,"4C",14,1,20
"2155","Human",36,"4C",15,1,30
"2156","Human",36,"4C",16,0,50
"2157","Human",36,"4C",17,0,50
"2158","Human",36,"4C",18,1,50
"2159","Human",36,"4C",19,1,100
"2160","Human",36,"4C",20,1,100
"2161","Human",37,"OP",1,1,100
"2162","Human",37,"OP",2,1,100
"2163","Human",37,"OP",3,0,100
"2164","Human",37,"OP",4,1,70
"2165","Human",37,"OP",5,1,80
"2166","Human",37,"OP",6,0,70
"2167","Human",37,"OP",7,1,50
"2168","Human",37,"OP",8,1,50
"2169","Human",37,"OP",9,1,100
"2170","Human",37,"OP",10,1,100
"2171","Human",37,"OP",11,1,100
"2172","Human",37,"OP",12,1,50
"2173","Human",37,"OP",13,1,100
"2174","Human",37,"OP",14,1,60
"2175","Human",37,"OP",15,1,100
"2176","Human",37,"OP",16,0,50
"2177","Human",37,"OP",17,0,20
"2178","Human",37,"OP",18,0,100
"2179","Human",37,"OP",19,0,10
"2180","Human",37,"OP",20,0,60
"2181","Human",37,"2C",1,1,100
"2182","Human",37,"2C",2,1,100
"2183","Human",37,"2C",3,1,100
"2184","Human",37,"2C",4,1,50
"2185","Human",37,"2C",5,0,50
"2186","Human",37,"2C",6,0,50
"2187","Human",37,"2C",7,1,50
"2188","Human",37,"2C",8,1,50
"2189","Human",37,"2C",9,1,100
"2190","Human",37,"2C",10,1,50
"2191","Human",37,"2C",11,1,100
"2192","Human",37,"2C",12,1,80
"2193","Human",37,"2C",13,1,100
"2194","Human",37,"2C",14,0,80
"2195","Human",37,"2C",15,1,100
"2196","Human",37,"2C",16,1,100
"2197","Human",37,"2C",17,1,100
"2198","Human",37,"2C",18,0,20
"2199","Human",37,"2C",19,1,20
"2200","Human",37,"2C",20,1,100
"2201","Human",37,"4C",1,1,100
"2202","Human",37,"4C",2,1,100
"2203","Human",37,"4C",3,0,25
"2204","Human",37,"4C",4,1,25
"2205","Human",37,"4C",5,1,50
"2206","Human",37,"4C",6,1,50
"2207","Human",37,"4C",7,0,25
"2208","Human",37,"4C",8,1,80
"2209","Human",37,"4C",9,1,100
"2210","Human",37,"4C",10,1,100
"2211","Human",37,"4C",11,1,100
"2212","Human",37,"4C",12,1,80
"2213","Human",37,"4C",13,1,100
"2214","Human",37,"4C",14,1,50
"2215","Human",37,"4C",15,1,100
"2216","Human",37,"4C",16,0,60
"2217","Human",37,"4C",17,0,50
"2218","Human",37,"4C",18,1,20
"2219","Human",37,"4C",19,1,25
"2220","Human",37,"4C",20,1,80
"2221","Human",38,"OP",1,1,30
"2222","Human",38,"OP",2,0,30
"2223","Human",38,"OP",3,0,10
"2224","Human",38,"OP",4,0,0
"2225","Human",38,"OP",5,1,20
"2226","Human",38,"OP",6,1,50
"2227","Human",38,"OP",7,0,10
"2228","Human",38,"OP",8,0,50
"2229","Human",38,"OP",9,0,0
"2230","Human",38,"OP",10,1,70
"2231","Human",38,"OP",11,1,100
"2232","Human",38,"OP",12,0,30
"2233","Human",38,"OP",13,1,80
"2234","Human",38,"OP",14,1,40
"2235","Human",38,"OP",15,0,30
"2236","Human",38,"OP",16,1,50
"2237","Human",38,"OP",17,0,10
"2238","Human",38,"OP",18,1,30
"2239","Human",38,"OP",19,0,0
"2240","Human",38,"OP",20,0,50
"2241","Human",38,"2C",1,1,50
"2242","Human",38,"2C",2,1,100
"2243","Human",38,"2C",3,1,100
"2244","Human",38,"2C",4,0,50
"2245","Human",38,"2C",5,0,80
"2246","Human",38,"2C",6,1,70
"2247","Human",38,"2C",7,1,80
"2248","Human",38,"2C",8,1,60
"2249","Human",38,"2C",9,0,60
"2250","Human",38,"2C",10,0,70
"2251","Human",38,"2C",11,1,100
"2252","Human",38,"2C",12,1,100
"2253","Human",38,"2C",13,1,50
"2254","Human",38,"2C",14,1,80
"2255","Human",38,"2C",15,0,50
"2256","Human",38,"2C",16,0,50
"2257","Human",38,"2C",17,1,50
"2258","Human",38,"2C",18,1,50
"2259","Human",38,"2C",19,1,50
"2260","Human",38,"2C",20,1,100
"2261","Human",38,"4C",1,1,60
"2262","Human",38,"4C",2,1,20
"2263","Human",38,"4C",3,0,0
