"Agent","AgentID","Cond","Qnum","Correctness"
"Human",18,"op",1,1
"Human",18,"op",2,0
"Human",18,"op",3,0
"Human",18,"op",4,1
"Human",18,"op",5,0
"Human",18,"op",6,1
"Human",18,"op",7,1
"Human",18,"op",8,0
"Human",18,"op",9,0
"Human",18,"op",10,1
"Human",18,"op",11,0
"Human",18,"op",12,1
"Human",18,"op",13,0
"Human",18,"op",14,0
"Human",18,"op",15,0
"Human",18,"op",16,0
"Human",18,"op",17,0
"Human",18,"op",18,1
"Human",18,"op",19,0
"Human",18,"op",20,0
"Human",18,"2c",1,1
"Human",18,"2c",2,0
"Human",18,"2c",3,1
"Human",18,"2c",4,1
"Human",18,"2c",5,0
"Human",18,"2c",6,1
"Human",18,"2c",7,1
"Human",18,"2c",8,1
"Human",18,"2c",9,0
"Human",18,"2c",10,0
"Human",18,"2c",11,1
"Human",18,"2c",12,1
"Human",18,"2c",13,0
"Human",18,"2c",14,1
"Human",18,"2c",15,0
"Human",18,"2c",16,1
"Human",18,"2c",17,0
"Human",18,"2c",18,1
"Human",18,"2c",19,0
"Human",18,"2c",20,0
"Human",18,"4c",1,1
"Human",18,"4c",2,1
"Human",18,"4c",3,0
"Human",18,"4c",4,1
"Human",18,"4c",5,1
"Human",18,"4c",6,1
"Human",18,"4c",7,1
"Human",18,"4c",8,1
"Human",18,"4c",9,0
"Human",18,"4c",10,1
"Human",18,"4c",11,1
"Human",18,"4c",12,1
"Human",18,"4c",13,0
"Human",18,"4c",14,0
"Human",18,"4c",15,0
"Human",18,"4c",16,0
"Human",18,"4c",17,0
"Human",18,"4c",18,0
"Human",18,"4c",19,1
"Human",18,"4c",20,1
"Human",19,"op",1,1
"Human",19,"op",2,1
"Human",19,"op",3,1
"Human",19,"op",4,1
"Human",19,"op",5,1
"Human",19,"op",6,1
"Human",19,"op",7,1
"Human",19,"op",8,0
"Human",19,"op",9,1
"Human",19,"op",10,1
"Human",19,"op",11,1
"Human",19,"op",12,0
"Human",19,"op",13,1
"Human",19,"op",14,1
"Human",19,"op",15,1
"Human",19,"op",16,0
"Human",19,"op",17,0
"Human",19,"op",18,1
"Human",19,"op",19,0
"Human",19,"op",20,0
"Human",19,"2c",1,1
"Human",19,"2c",2,0
"Human",19,"2c",3,1
"Human",19,"2c",4,0
"Human",19,"2c",5,0
"Human",19,"2c",6,1
"Human",19,"2c",7,1
"Human",19,"2c",8,0
"Human",19,"2c",9,1
"Human",19,"2c",10,1
"Human",19,"2c",11,1
"Human",19,"2c",12,1
"Human",19,"2c",13,1
"Human",19,"2c",14,1
"Human",19,"2c",15,1
"Human",19,"2c",16,1
"Human",19,"2c",17,1
"Human",19,"2c",18,0
"Human",19,"2c",19,0
"Human",19,"2c",20,0
"Human",19,"4c",1,1
"Human",19,"4c",2,1
"Human",19,"4c",3,1
"Human",19,"4c",4,1
"Human",19,"4c",5,0
"Human",19,"4c",6,0
"Human",19,"4c",7,1
"Human",19,"4c",8,0
"Human",19,"4c",9,1
"Human",19,"4c",10,1
"Human",19,"4c",11,1
"Human",19,"4c",12,1
"Human",19,"4c",13,1
"Human",19,"4c",14,1
"Human",19,"4c",15,1
"Human",19,"4c",16,0
"Human",19,"4c",17,0
"Human",19,"4c",18,0
"Human",19,"4c",19,0
"Human",19,"4c",20,0
"Human",20,"op",1,1
"Human",20,"op",2,1
"Human",20,"op",3,0
"Human",20,"op",4,1
"Human",20,"op",5,0
"Human",20,"op",6,1
"Human",20,"op",7,1
"Human",20,"op",8,0
"Human",20,"op",9,0
"Human",20,"op",10,1
"Human",20,"op",11,1
"Human",20,"op",12,0
"Human",20,"op",13,1
"Human",20,"op",14,1
"Human",20,"op",15,1
"Human",20,"op",16,1
"Human",20,"op",17,0
"Human",20,"op",18,0
"Human",20,"op",19,0
"Human",20,"op",20,0
"Human",20,"2c",1,1
"Human",20,"2c",2,0
"Human",20,"2c",3,0
"Human",20,"2c",4,1
"Human",20,"2c",5,0
"Human",20,"2c",6,1
"Human",20,"2c",7,1
"Human",20,"2c",8,1
"Human",20,"2c",9,0
"Human",20,"2c",10,1
"Human",20,"2c",11,1
"Human",20,"2c",12,0
"Human",20,"2c",13,1
"Human",20,"2c",14,1
"Human",20,"2c",15,1
"Human",20,"2c",16,1
"Human",20,"2c",17,1
"Human",20,"2c",18,0
"Human",20,"2c",19,0
"Human",20,"2c",20,0
"Human",20,"4c",1,1
"Human",20,"4c",2,1
"Human",20,"4c",3,0
"Human",20,"4c",4,1
"Human",20,"4c",5,0
"Human",20,"4c",6,1
"Human",20,"4c",7,1
"Human",20,"4c",8,0
"Human",20,"4c",9,0
"Human",20,"4c",10,1
"Human",20,"4c",11,1
"Human",20,"4c",12,1
"Human",20,"4c",13,1
"Human",20,"4c",14,1
"Human",20,"4c",15,1
"Human",20,"4c",16,1
"Human",20,"4c",17,0
"Human",20,"4c",18,1
"Human",20,"4c",19,1
"Human",20,"4c",20,0
"Human",21,"op",1,1
"Human",21,"op",2,1
"Human",21,"op",3,1
"Human",21,"op",4,1
"Human",21,"op",5,1
"Human",21,"op",6,1
"Human",21,"op",7,1
"Human",21,"op",8,0
"Human",21,"op",9,0
"Human",21,"op",10,1
"Human",21,"op",11,1
"Human",21,"op",12,1
"Human",21,"op",13,1
"Human",21,"op",14,0
"Human",21,"op",15,0
"Human",21,"op",16,0
"Human",21,"op",17,0
"Human",21,"op",18,0
"Human",21,"op",19,1
"Human",21,"op",20,0
"Human",21,"2c",1,1
"Human",21,"2c",2,1
"Human",21,"2c",3,1
"Human",21,"2c",4,1
"Human",21,"2c",5,1
"Human",21,"2c",6,1
"Human",21,"2c",7,1
"Human",21,"2c",8,1
"Human",21,"2c",9,1
"Human",21,"2c",10,1
"Human",21,"2c",11,1
"Human",21,"2c",12,1
"Human",21,"2c",13,1
"Human",21,"2c",14,1
"Human",21,"2c",15,0
"Human",21,"2c",16,0
"Human",21,"2c",17,1
"Human",21,"2c",18,1
"Human",21,"2c",19,1
"Human",21,"2c",20,1
"Human",21,"4c",1,1
"Human",21,"4c",2,1
"Human",21,"4c",3,1
"Human",21,"4c",4,1
"Human",21,"4c",5,1
"Human",21,"4c",6,1
"Human",21,"4c",7,1
"Human",21,"4c",8,1
"Human",21,"4c",9,0
"Human",21,"4c",10,1
"Human",21,"4c",11,1
"Human",21,"4c",12,1
"Human",21,"4c",13,1
"Human",21,"4c",14,0
"Human",21,"4c",15,0
"Human",21,"4c",16,0
"Human",21,"4c",17,0
"Human",21,"4c",18,1
"Human",21,"4c",19,1
"Human",21,"4c",20,0
"Human",22,"op",1,1
"Human",22,"op",2,1
"Human",22,"op",3,0
"Human",22,"op",4,0
"Human",22,"op",5,0
"Human",22,"op",6,1
"Human",22,"op",7,1
"Human",22,"op",8,0
"Human",22,"op",9,0
"Human",22,"op",10,0
"Human",22,"op",11,1
"Human",22,"op",12,1
"Human",22,"op",13,0
"Human",22,"op",14,0
"Human",22,"op",15,0
"Human",22,"op",16,1
"Human",22,"op",17,0
"Human",22,"op",18,0
"Human",22,"op",19,0
"Human",22,"op",20,0
"Human",22,"2c",1,1
"Human",22,"2c",2,1
"Human",22,"2c",3,1
"Human",22,"2c",4,0
"Human",22,"2c",5,0
"Human",22,"2c",6,1
"Human",22,"2c",7,1
"Human",22,"2c",8,0
"Human",22,"2c",9,1
"Human",22,"2c",10,0
"Human",22,"2c",11,1
"Human",22,"2c",12,1
"Human",22,"2c",13,1
"Human",22,"2c",14,0
"Human",22,"2c",15,0
"Human",22,"2c",16,1
"Human",22,"2c",17,0
"Human",22,"2c",18,1
"Human",22,"2c",19,0
"Human",22,"2c",20,1
"Human",22,"4c",1,1
"Human",22,"4c",2,1
"Human",22,"4c",3,1
"Human",22,"4c",4,0
"Human",22,"4c",5,0
"Human",22,"4c",6,1
"Human",22,"4c",7,1
"Human",22,"4c",8,0
"Human",22,"4c",9,0
"Human",22,"4c",10,0
"Human",22,"4c",11,1
"Human",22,"4c",12,1
"Human",22,"4c",13,1
"Human",22,"4c",14,0
"Human",22,"4c",15,0
"Human",22,"4c",16,1
"Human",22,"4c",17,0
"Human",22,"4c",18,1
"Human",22,"4c",19,1
"Human",22,"4c",20,1
"Human",23,"op",1,1
"Human",23,"op",2,1
"Human",23,"op",3,0
"Human",23,"op",4,0
"Human",23,"op",5,0
"Human",23,"op",6,0
"Human",23,"op",7,1
"Human",23,"op",8,0
"Human",23,"op",9,0
"Human",23,"op",10,1
"Human",23,"op",11,0
"Human",23,"op",12,1
"Human",23,"op",13,1
"Human",23,"op",14,1
"Human",23,"op",15,1
"Human",23,"op",16,0
"Human",23,"op",17,0
"Human",23,"op",18,1
"Human",23,"op",19,0
"Human",23,"op",20,0
"Human",23,"2c",1,1
"Human",23,"2c",2,0
"Human",23,"2c",3,1
"Human",23,"2c",4,0
"Human",23,"2c",5,1
"Human",23,"2c",6,0
"Human",23,"2c",7,1
"Human",23,"2c",8,1
"Human",23,"2c",9,0
"Human",23,"2c",10,1
"Human",23,"2c",11,1
"Human",23,"2c",12,1
"Human",23,"2c",13,0
"Human",23,"2c",14,0
"Human",23,"2c",15,1
"Human",23,"2c",16,0
"Human",23,"2c",17,1
"Human",23,"2c",18,1
"Human",23,"2c",19,0
"Human",23,"2c",20,1
"Human",23,"4c",1,1
"Human",23,"4c",2,0
"Human",23,"4c",3,0
"Human",23,"4c",4,1
"Human",23,"4c",5,0
"Human",23,"4c",6,1
"Human",23,"4c",7,1
"Human",23,"4c",8,1
"Human",23,"4c",9,0
"Human",23,"4c",10,1
"Human",23,"4c",11,1
"Human",23,"4c",12,1
"Human",23,"4c",13,0
"Human",23,"4c",14,1
"Human",23,"4c",15,1
"Human",23,"4c",16,0
"Human",23,"4c",17,0
"Human",23,"4c",18,1
"Human",23,"4c",19,1
"Human",23,"4c",20,0
"Human",24,"op",1,1
"Human",24,"op",2,1
"Human",24,"op",3,1
"Human",24,"op",4,1
"Human",24,"op",5,1
"Human",24,"op",6,1
"Human",24,"op",7,1
"Human",24,"op",8,1
"Human",24,"op",9,1
"Human",24,"op",10,1
"Human",24,"op",11,1
"Human",24,"op",12,1
"Human",24,"op",13,1
"Human",24,"op",14,1
"Human",24,"op",15,1
"Human",24,"op",16,1
"Human",24,"op",17,1
"Human",24,"op",18,1
"Human",24,"op",19,1
"Human",24,"op",20,1
"Human",24,"2c",1,1
"Human",24,"2c",2,1
"Human",24,"2c",3,1
"Human",24,"2c",4,1
"Human",24,"2c",5,1
"Human",24,"2c",6,1
"Human",24,"2c",7,1
"Human",24,"2c",8,1
"Human",24,"2c",9,1
"Human",24,"2c",10,1
"Human",24,"2c",11,1
"Human",24,"2c",12,1
"Human",24,"2c",13,1
"Human",24,"2c",14,1
"Human",24,"2c",15,1
"Human",24,"2c",16,1
"Human",24,"2c",17,1
"Human",24,"2c",18,1
"Human",24,"2c",19,1
"Human",24,"2c",20,1
"Human",24,"4c",1,1
"Human",24,"4c",2,1
"Human",24,"4c",3,1
"Human",24,"4c",4,1
"Human",24,"4c",5,1
"Human",24,"4c",6,1
"Human",24,"4c",7,1
"Human",24,"4c",8,1
"Human",24,"4c",9,1
"Human",24,"4c",10,1
"Human",24,"4c",11,1
"Human",24,"4c",12,1
"Human",24,"4c",13,1
"Human",24,"4c",14,1
"Human",24,"4c",15,1
"Human",24,"4c",16,1
"Human",24,"4c",17,1
"Human",24,"4c",18,1
"Human",24,"4c",19,1
"Human",24,"4c",20,1
"Human",25,"op",1,1
"Human",25,"op",2,1
"Human",25,"op",3,0
"Human",25,"op",4,1
"Human",25,"op",5,1
"Human",25,"op",6,1
"Human",25,"op",7,1
"Human",25,"op",8,1
"Human",25,"op",9,1
"Human",25,"op",10,1
"Human",25,"op",11,1
"Human",25,"op",12,1
"Human",25,"op",13,1
"Human",25,"op",14,1
"Human",25,"op",15,1
"Human",25,"op",16,1
"Human",25,"op",17,1
"Human",25,"op",18,0
"Human",25,"op",19,1
"Human",25,"op",20,0
"Human",25,"2c",1,1
"Human",25,"2c",2,1
"Human",25,"2c",3,0
"Human",25,"2c",4,1
"Human",25,"2c",5,1
"Human",25,"2c",6,1
"Human",25,"2c",7,1
"Human",25,"2c",8,1
"Human",25,"2c",9,1
"Human",25,"2c",10,1
"Human",25,"2c",11,1
"Human",25,"2c",12,1
"Human",25,"2c",13,1
"Human",25,"2c",14,1
"Human",25,"2c",15,1
"Human",25,"2c",16,1
"Human",25,"2c",17,1
"Human",25,"2c",18,1
"Human",25,"2c",19,1
"Human",25,"2c",20,1
"Human",25,"4c",1,1
"Human",25,"4c",2,1
"Human",25,"4c",3,0
"Human",25,"4c",4,1
"Human",25,"4c",5,1
"Human",25,"4c",6,1
"Human",25,"4c",7,1
"Human",25,"4c",8,1
"Human",25,"4c",9,1
"Human",25,"4c",10,1
"Human",25,"4c",11,1
"Human",25,"4c",12,1
"Human",25,"4c",13,1
"Human",25,"4c",14,1
"Human",25,"4c",15,1
"Human",25,"4c",16,1
"Human",25,"4c",17,1
"Human",25,"4c",18,1
"Human",25,"4c",19,1
"Human",25,"4c",20,1
"Human",26,"op",1,1
"Human",26,"op",2,1
"Human",26,"op",3,0
"Human",26,"op",4,0
"Human",26,"op",5,1
"Human",26,"op",6,1
"Human",26,"op",7,1
"Human",26,"op",8,0
"Human",26,"op",9,0
"Human",26,"op",10,1
"Human",26,"op",11,1
"Human",26,"op",12,1
"Human",26,"op",13,0
"Human",26,"op",14,1
"Human",26,"op",15,1
"Human",26,"op",16,0
"Human",26,"op",17,0
"Human",26,"op",18,0
"Human",26,"op",19,0
"Human",26,"op",20,0
"Human",26,"2c",1,1
"Human",26,"2c",2,1
"Human",26,"2c",3,1
"Human",26,"2c",4,0
"Human",26,"2c",5,1
"Human",26,"2c",6,1
"Human",26,"2c",7,1
"Human",26,"2c",8,0
"Human",26,"2c",9,0
"Human",26,"2c",10,1
"Human",26,"2c",11,1
"Human",26,"2c",12,1
"Human",26,"2c",13,0
"Human",26,"2c",14,1
"Human",26,"2c",15,1
"Human",26,"2c",16,1
"Human",26,"2c",17,1
"Human",26,"2c",18,1
"Human",26,"2c",19,0
"Human",26,"2c",20,0
"Human",26,"4c",1,1
"Human",26,"4c",2,1
"Human",26,"4c",3,1
"Human",26,"4c",4,0
"Human",26,"4c",5,1
"Human",26,"4c",6,1
"Human",26,"4c",7,1
"Human",26,"4c",8,0
"Human",26,"4c",9,0
"Human",26,"4c",10,1
"Human",26,"4c",11,1
"Human",26,"4c",12,1
"Human",26,"4c",13,1
"Human",26,"4c",14,1
"Human",26,"4c",15,1
"Human",26,"4c",16,0
"Human",26,"4c",17,0
"Human",26,"4c",18,1
"Human",26,"4c",19,1
"Human",26,"4c",20,0
"Human",27,"op",1,1
"Human",27,"op",2,0
"Human",27,"op",3,0
"Human",27,"op",4,1
"Human",27,"op",5,0
"Human",27,"op",6,1
"Human",27,"op",7,1
"Human",27,"op",8,0
"Human",27,"op",9,0
"Human",27,"op",10,1
"Human",27,"op",11,1
"Human",27,"op",12,0
"Human",27,"op",13,0
"Human",27,"op",14,0
"Human",27,"op",15,0
"Human",27,"op",16,0
"Human",27,"op",17,0
"Human",27,"op",18,0
"Human",27,"op",19,0
"Human",27,"op",20,0
"Human",27,"2c",1,1
"Human",27,"2c",2,1
"Human",27,"2c",3,1
"Human",27,"2c",4,1
"Human",27,"2c",5,0
"Human",27,"2c",6,1
"Human",27,"2c",7,1
"Human",27,"2c",8,1
"Human",27,"2c",9,0
"Human",27,"2c",10,1
"Human",27,"2c",11,1
"Human",27,"2c",12,1
"Human",27,"2c",13,1
"Human",27,"2c",14,0
"Human",27,"2c",15,1
"Human",27,"2c",16,1
"Human",27,"2c",17,1
"Human",27,"2c",18,0
"Human",27,"2c",19,0
"Human",27,"2c",20,1
"Human",27,"4c",1,1
"Human",27,"4c",2,0
"Human",27,"4c",3,0
"Human",27,"4c",4,1
"Human",27,"4c",5,0
"Human",27,"4c",6,0
"Human",27,"4c",7,1
"Human",27,"4c",8,1
"Human",27,"4c",9,0
"Human",27,"4c",10,1
"Human",27,"4c",11,1
"Human",27,"4c",12,1
"Human",27,"4c",13,0
"Human",27,"4c",14,1
"Human",27,"4c",15,1
"Human",27,"4c",16,0
"Human",27,"4c",17,0
"Human",27,"4c",18,1
"Human",27,"4c",19,1
"Human",27,"4c",20,1
"Human",28,"op",1,1
"Human",28,"op",2,1
"Human",28,"op",3,1
"Human",28,"op",4,0
"Human",28,"op",5,1
"Human",28,"op",6,1
"Human",28,"op",7,1
"Human",28,"op",8,0
"Human",28,"op",9,0
"Human",28,"op",10,1
"Human",28,"op",11,1
"Human",28,"op",12,0
"Human",28,"op",13,0
"Human",28,"op",14,1
"Human",28,"op",15,0
"Human",28,"op",16,0
"Human",28,"op",17,0
"Human",28,"op",18,0
"Human",28,"op",19,0
"Human",28,"op",20,0
"Human",28,"2c",1,1
"Human",28,"2c",2,1
"Human",28,"2c",3,1
"Human",28,"2c",4,1
"Human",28,"2c",5,1
"Human",28,"2c",6,1
"Human",28,"2c",7,1
"Human",28,"2c",8,1
"Human",28,"2c",9,1
"Human",28,"2c",10,0
"Human",28,"2c",11,1
"Human",28,"2c",12,1
"Human",28,"2c",13,1
"Human",28,"2c",14,1
"Human",28,"2c",15,0
"Human",28,"2c",16,1
"Human",28,"2c",17,1
"Human",28,"2c",18,0
"Human",28,"2c",19,1
"Human",28,"2c",20,0
"Human",28,"4c",1,1
"Human",28,"4c",2,1
"Human",28,"4c",3,1
"Human",28,"4c",4,0
"Human",28,"4c",5,1
"Human",28,"4c",6,1
"Human",28,"4c",7,0
"Human",28,"4c",8,0
"Human",28,"4c",9,0
"Human",28,"4c",10,0
"Human",28,"4c",11,1
"Human",28,"4c",12,1
"Human",28,"4c",13,0
"Human",28,"4c",14,1
"Human",28,"4c",15,0
"Human",28,"4c",16,0
"Human",28,"4c",17,0
"Human",28,"4c",18,0
"Human",28,"4c",19,0
"Human",28,"4c",20,0
"Human",29,"op",1,1
"Human",29,"op",2,1
"Human",29,"op",3,0
"Human",29,"op",4,1
"Human",29,"op",5,1
"Human",29,"op",6,1
"Human",29,"op",7,1
"Human",29,"op",8,0
"Human",29,"op",9,1
"Human",29,"op",10,1
"Human",29,"op",11,1
"Human",29,"op",12,1
"Human",29,"op",13,0
"Human",29,"op",14,1
"Human",29,"op",15,0
"Human",29,"op",16,0
"Human",29,"op",17,0
"Human",29,"op",18,0
"Human",29,"op",19,1
"Human",29,"op",20,0
"Human",29,"2c",1,1
"Human",29,"2c",2,0
"Human",29,"2c",3,1
"Human",29,"2c",4,1
"Human",29,"2c",5,1
"Human",29,"2c",6,1
"Human",29,"2c",7,1
"Human",29,"2c",8,0
"Human",29,"2c",9,1
"Human",29,"2c",10,1
"Human",29,"2c",11,1
"Human",29,"2c",12,1
"Human",29,"2c",13,1
"Human",29,"2c",14,0
"Human",29,"2c",15,1
"Human",29,"2c",16,1
"Human",29,"2c",17,1
"Human",29,"2c",18,1
"Human",29,"2c",19,1
"Human",29,"2c",20,1
"Human",29,"4c",1,1
"Human",29,"4c",2,1
"Human",29,"4c",3,1
"Human",29,"4c",4,1
"Human",29,"4c",5,1
"Human",29,"4c",6,1
"Human",29,"4c",7,1
"Human",29,"4c",8,0
"Human",29,"4c",9,1
"Human",29,"4c",10,1
"Human",29,"4c",11,1
"Human",29,"4c",12,1
"Human",29,"4c",13,1
"Human",29,"4c",14,1
"Human",29,"4c",15,1
"Human",29,"4c",16,0
"Human",29,"4c",17,0
"Human",29,"4c",18,0
"Human",29,"4c",19,1
"Human",29,"4c",20,1
"Human",30,"op",1,1
"Human",30,"op",2,1
"Human",30,"op",3,0
"Human",30,"op",4,1
"Human",30,"op",5,1
"Human",30,"op",6,1
"Human",30,"op",7,1
"Human",30,"op",8,0
"Human",30,"op",9,0
"Human",30,"op",10,1
"Human",30,"op",11,1
"Human",30,"op",12,1
"Human",30,"op",13,1
"Human",30,"op",14,0
"Human",30,"op",15,0
"Human",30,"op",16,0
"Human",30,"op",17,0
"Human",30,"op",18,0
"Human",30,"op",19,0
"Human",30,"op",20,0
"Human",30,"2c",1,1
"Human",30,"2c",2,0
"Human",30,"2c",3,1
"Human",30,"2c",4,1
"Human",30,"2c",5,1
"Human",30,"2c",6,1
"Human",30,"2c",7,1
"Human",30,"2c",8,0
"Human",30,"2c",9,1
"Human",30,"2c",10,1
"Human",30,"2c",11,1
"Human",30,"2c",12,1
"Human",30,"2c",13,1
"Human",30,"2c",14,0
"Human",30,"2c",15,1
"Human",30,"2c",16,1
"Human",30,"2c",17,1
"Human",30,"2c",18,1
"Human",30,"2c",19,1
"Human",30,"2c",20,1
"Human",30,"4c",1,1
"Human",30,"4c",2,1
"Human",30,"4c",3,1
"Human",30,"4c",4,1
"Human",30,"4c",5,1
"Human",30,"4c",6,1
"Human",30,"4c",7,1
"Human",30,"4c",8,1
"Human",30,"4c",9,0
"Human",30,"4c",10,1
"Human",30,"4c",11,1
"Human",30,"4c",12,1
"Human",30,"4c",13,1
"Human",30,"4c",14,1
"Human",30,"4c",15,1
"Human",30,"4c",16,1
"Human",30,"4c",17,0
"Human",30,"4c",18,1
"Human",30,"4c",19,1
"Human",30,"4c",20,1
"Human",31,"op",1,1
"Human",31,"op",2,0
"Human",31,"op",3,1
"Human",31,"op",4,1
"Human",31,"op",5,0
"Human",31,"op",6,1
"Human",31,"op",7,1
"Human",31,"op",8,0
"Human",31,"op",9,0
"Human",31,"op",10,1
"Human",31,"op",11,1
"Human",31,"op",12,1
"Human",31,"op",13,1
"Human",31,"op",14,1
"Human",31,"op",15,1
"Human",31,"op",16,0
"Human",31,"op",17,0
"Human",31,"op",18,0
"Human",31,"op",19,1
"Human",31,"op",20,1
"Human",31,"2c",1,1
"Human",31,"2c",2,1
"Human",31,"2c",3,1
"Human",31,"2c",4,1
"Human",31,"2c",5,0
"Human",31,"2c",6,1
"Human",31,"2c",7,1
"Human",31,"2c",8,0
"Human",31,"2c",9,0
"Human",31,"2c",10,0
"Human",31,"2c",11,1
"Human",31,"2c",12,1
"Human",31,"2c",13,1
"Human",31,"2c",14,1
"Human",31,"2c",15,1
"Human",31,"2c",16,1
"Human",31,"2c",17,1
"Human",31,"2c",18,1
"Human",31,"2c",19,1
"Human",31,"2c",20,1
"Human",31,"4c",1,1
"Human",31,"4c",2,1
"Human",31,"4c",3,1
"Human",31,"4c",4,1
"Human",31,"4c",5,1
"Human",31,"4c",6,1
"Human",31,"4c",7,1
"Human",31,"4c",8,0
"Human",31,"4c",9,0
"Human",31,"4c",10,1
"Human",31,"4c",11,1
"Human",31,"4c",12,1
"Human",31,"4c",13,1
"Human",31,"4c",14,1
"Human",31,"4c",15,1
"Human",31,"4c",16,0
"Human",31,"4c",17,0
"Human",31,"4c",18,1
"Human",31,"4c",19,1
"Human",31,"4c",20,1
"Human",32,"op",1,1
"Human",32,"op",2,1
"Human",32,"op",3,0
"Human",32,"op",4,1
"Human",32,"op",5,1
"Human",32,"op",6,1
"Human",32,"op",7,1
"Human",32,"op",8,0
"Human",32,"op",9,0
"Human",32,"op",10,1
"Human",32,"op",11,1
"Human",32,"op",12,1
"Human",32,"op",13,1
"Human",32,"op",14,0
"Human",32,"op",15,0
"Human",32,"op",16,0
"Human",32,"op",17,0
"Human",32,"op",18,0
"Human",32,"op",19,1
"Human",32,"op",20,0
"Human",32,"2c",1,1
"Human",32,"2c",2,1
"Human",32,"2c",3,1
"Human",32,"2c",4,1
"Human",32,"2c",5,1
"Human",32,"2c",6,1
"Human",32,"2c",7,1
"Human",32,"2c",8,0
"Human",32,"2c",9,1
"Human",32,"2c",10,1
"Human",32,"2c",11,1
"Human",32,"2c",12,1
"Human",32,"2c",13,1
"Human",32,"2c",14,1
"Human",32,"2c",15,1
"Human",32,"2c",16,1
"Human",32,"2c",17,0
"Human",32,"2c",18,0
"Human",32,"2c",19,1
"Human",32,"2c",20,1
"Human",32,"4c",1,1
"Human",32,"4c",2,1
"Human",32,"4c",3,0
"Human",32,"4c",4,1
"Human",32,"4c",5,1
"Human",32,"4c",6,1
"Human",32,"4c",7,1
"Human",32,"4c",8,0
"Human",32,"4c",9,0
"Human",32,"4c",10,1
"Human",32,"4c",11,1
"Human",32,"4c",12,1
"Human",32,"4c",13,0
"Human",32,"4c",14,1
"Human",32,"4c",15,1
"Human",32,"4c",16,0
"Human",32,"4c",17,0
"Human",32,"4c",18,1
"Human",32,"4c",19,1
"Human",32,"4c",20,1
"Human",33,"op",1,1
"Human",33,"op",2,1
"Human",33,"op",3,1
"Human",33,"op",4,1
"Human",33,"op",5,1
"Human",33,"op",6,1
"Human",33,"op",7,1
"Human",33,"op",8,0
"Human",33,"op",9,0
"Human",33,"op",10,0
"Human",33,"op",11,1
"Human",33,"op",12,0
"Human",33,"op",13,1
"Human",33,"op",14,1
"Human",33,"op",15,0
"Human",33,"op",16,0
"Human",33,"op",17,0
"Human",33,"op",18,1
"Human",33,"op",19,0
"Human",33,"op",20,0
"Human",33,"2c",1,1
"Human",33,"2c",2,0
"Human",33,"2c",3,1
"Human",33,"2c",4,1
"Human",33,"2c",5,1
"Human",33,"2c",6,1
"Human",33,"2c",7,1
"Human",33,"2c",8,0
"Human",33,"2c",9,0
"Human",33,"2c",10,0
"Human",33,"2c",11,1
"Human",33,"2c",12,1
"Human",33,"2c",13,1
"Human",33,"2c",14,1
"Human",33,"2c",15,1
"Human",33,"2c",16,1
"Human",33,"2c",17,1
"Human",33,"2c",18,1
"Human",33,"2c",19,0
"Human",33,"2c",20,1
"Human",33,"4c",1,1
"Human",33,"4c",2,1
"Human",33,"4c",3,1
"Human",33,"4c",4,1
"Human",33,"4c",5,1
"Human",33,"4c",6,1
"Human",33,"4c",7,1
"Human",33,"4c",8,0
"Human",33,"4c",9,0
"Human",33,"4c",10,0
"Human",33,"4c",11,1
"Human",33,"4c",12,1
"Human",33,"4c",13,1
"Human",33,"4c",14,1
"Human",33,"4c",15,1
"Human",33,"4c",16,0
"Human",33,"4c",17,0
"Human",33,"4c",18,1
"Human",33,"4c",19,1
"Human",33,"4c",20,1
"Human",34,"op",1,1
"Human",34,"op",2,1
"Human",34,"op",3,1
"Human",34,"op",4,1
"Human",34,"op",5,0
"Human",34,"op",6,1
"Human",34,"op",7,1
"Human",34,"op",8,0
"Human",34,"op",9,0
"Human",34,"op",10,1
"Human",34,"op",11,1
"Human",34,"op",12,0
"Human",34,"op",13,1
"Human",34,"op",14,1
"Human",34,"op",15,1
"Human",34,"op",16,0
"Human",34,"op",17,0
"Human",34,"op",18,0
"Human",34,"op",19,1
"Human",34,"op",20,0
"Human",34,"2c",1,1
"Human",34,"2c",2,1
"Human",34,"2c",3,1
"Human",34,"2c",4,1
"Human",34,"2c",5,0
"Human",34,"2c",6,1
"Human",34,"2c",7,1
"Human",34,"2c",8,1
"Human",34,"2c",9,0
"Human",34,"2c",10,0
"Human",34,"2c",11,1
"Human",34,"2c",12,0
"Human",34,"2c",13,1
"Human",34,"2c",14,0
"Human",34,"2c",15,1
"Human",34,"2c",16,1
"Human",34,"2c",17,1
"Human",34,"2c",18,1
"Human",34,"2c",19,1
"Human",34,"2c",20,1
"Human",34,"4c",1,1
"Human",34,"4c",2,1
"Human",34,"4c",3,1
"Human",34,"4c",4,1
"Human",34,"4c",5,0
"Human",34,"4c",6,1
"Human",34,"4c",7,1
"Human",34,"4c",8,1
"Human",34,"4c",9,1
"Human",34,"4c",10,1
"Human",34,"4c",11,1
"Human",34,"4c",12,1
"Human",34,"4c",13,1
"Human",34,"4c",14,1
"Human",34,"4c",15,1
"Human",34,"4c",16,0
"Human",34,"4c",17,0
"Human",34,"4c",18,1
"Human",34,"4c",19,1
"Human",34,"4c",20,1
"Human",35,"op",1,0
"Human",35,"op",2,0
